OPR_DATE,HOUR_ENDING,time_of_day,season,agg_hour,NG_COL_CAL,NG_NG_CAL,NG_NUC_CAL,NG_OIL_CAL,NG_WAT_CAL,NG_SUN_CAL,NG_WND_CAL,NG_OTH_CAL,LOADING_MW_ACTUAL_CAISO,LOADING_MW_ACTUAL_PGE,LOADING_MW_ACTUAL_SCE,LOADING_MW_ACTUAL_SDGE,LOADING_MW_FORECAST_CAISO,LOADING_MW_FORECAST_PGE,LOADING_MW_FORECAST_SCE,LOADING_MW_FORECAST_SDGE,GAS_PRICE_PGE,GAS_PRICE_SCE,DA_LMP_PGE_NP15
3/4/2022,14,day,spring,19044,204,5792,2269,45,1252,7717,5052,881,22499,9849,10752,1719,21594,9267,10275,1868,7,5,32
3/4/2022,15,day,spring,19045,203,5134,2269,45,1400,7683,5116,831,22478,9727,10755,1809,21689,9309,10306,1893,7,5,30
3/4/2022,16,day,spring,19046,204,5503,2269,46,1201,7645,5614,788,23097,9984,10781,2140,22183,9591,10383,2027,7,5,33
3/4/2022,17,day,spring,19047,204,6910,2269,46,1348,6164,4884,384,24080,10705,10884,2301,23355,10324,10614,2231,7,5,45
3/4/2022,18,day,spring,19048,207,6970,2270,46,2368,2214,4152,728,25667,11748,11265,2460,25020,11378,11049,2399,7,5,57
3/4/2022,19,day,spring,19049,206,8247,2270,46,3622,33,3972,908,26749,12439,11590,2518,26540,12086,11711,2546,7,5,69
3/4/2022,20,dusk,spring,19050,205,8805,2271,46,3841,6,4068,1017,26349,12295,11383,2464,26100,11903,11532,2468,7,5,61
3/4/2022,21,dusk,spring,19051,206,8364,2270,46,3230,8,4119,983,25708,11995,11136,2375,25179,11553,11081,2344,7,5,57
3/4/2022,22,dusk,spring,19052,206,8222,2271,46,2891,-38,3509,960,24926,11687,10775,2267,24330,11114,10763,2255,7,5,56
3/4/2022,23,night,spring,19053,207,8144,2269,46,2338,-38,3780,943,23645,11090,10239,2111,23114,10484,10327,2109,7,5,49
3/4/2022,24,night,spring,19054,212,7787,2272,44,1435,-42,4085,889,22386,10475,9710,1997,21781,9827,9797,1965,7,5,47
3/5/2022,1,night,spring,19055,213,7033,2270,46,1291,-40,4861,649,21507,10041,9277,1986,21001,9517,9332,1950,7,6,45
3/5/2022,2,night,spring,19056,207,6091,2270,46,1274,-40,4818,662,20790,9734,8956,1896,20279,9195,9013,1872,7,6,42
3/5/2022,3,night,spring,19057,206,5561,2272,46,1207,-41,4863,847,20269,9546,8714,1803,19751,8945,8795,1809,7,6,41
3/5/2022,4,night,spring,19058,206,5432,2273,46,1225,-44,4718,744,20167,9486,8695,1779,19514,8831,8698,1785,7,6,41
3/5/2022,5,night,spring,19059,208,5531,2272,46,1354,-44,4184,763,20500,9594,8898,1796,19649,8903,8750,1794,7,6,44
3/5/2022,6,night,spring,19060,207,5724,2273,46,2145,-44,3832,874,21222,9871,9286,1846,20201,9168,8983,1844,7,6,46
3/5/2022,7,night,spring,19061,207,5358,2272,46,2364,-31,3506,956,21789,10248,9411,1905,20887,9606,9154,1907,7,6,49
3/5/2022,8,night,spring,19062,209,5280,2273,46,2602,2802,3659,1043,21754,10236,9282,2014,21039,9939,8974,1912,7,6,39
3/5/2022,9,morning,spring,19063,209,4811,2274,46,1766,8030,3627,892,21396,9960,9202,2015,21039,9968,8913,1947,7,6,23
3/5/2022,10,morning,spring,19064,209,4545,2274,46,1338,9437,3804,250,20579,9525,9021,1812,20277,9536,8692,1850,7,6,13
3/5/2022,11,morning,spring,19065,209,4707,2273,46,1389,8284,3731,527,19960,9235,8793,1718,19249,8956,8351,1747,7,6,11
3/5/2022,12,day,spring,19066,210,4228,2276,46,1314,8561,3807,712,19163,8811,8457,1687,18429,8470,8124,1643,7,6,3
3/5/2022,13,day,spring,19067,205,4016,2276,46,1187,8348,3743,692,18458,8293,8338,1624,17999,8233,7996,1581,7,6,1
3/5/2022,14,day,spring,19068,205,3999,2274,46,1194,7931,3400,941,18074,8131,8241,1501,17798,8139,7871,1599,7,6,0
3/5/2022,15,day,spring,19069,206,4091,2274,46,1247,7804,3546,895,18867,8477,8560,1629,18284,8363,8032,1697,7,6,0
3/5/2022,16,day,spring,19070,207,4293,2276,46,1386,7722,3353,916,20375,9056,9314,1801,19390,8899,8413,1876,7,6,6
3/5/2022,17,day,spring,19071,207,5309,2275,47,1742,7236,3517,737,22023,9895,9864,2056,21160,9822,9035,2094,7,6,37
3/5/2022,18,day,spring,19072,207,6948,2275,46,2180,2379,3155,866,24269,11059,10653,2340,23386,10979,9888,2306,7,6,57
3/5/2022,19,day,spring,19073,207,7473,2275,46,3560,31,3363,1488,25687,11851,11138,2475,25183,11609,10882,2472,7,6,71
3/5/2022,20,dusk,spring,19074,207,7406,2274,46,3724,5,3526,1631,25574,11861,11043,2446,25027,11501,10860,2438,7,6,65
3/5/2022,21,dusk,spring,19075,207,7217,2274,46,3241,9,3870,1615,25156,11740,10812,2380,24430,11220,10618,2362,7,6,59
3/5/2022,22,dusk,spring,19076,207,7746,2274,46,3028,41,3966,1443,24435,11414,10524,2274,23781,10850,10416,2286,7,6,58
3/5/2022,23,night,spring,19077,209,8192,2274,46,2095,-3,4007,1106,23277,10852,10049,2155,22702,10316,10009,2153,7,6,51
3/5/2022,24,night,spring,19078,208,7447,2275,46,1822,-38,3977,1016,22194,10342,9594,2039,21549,9737,9564,2023,7,6,47
3/6/2022,1,night,spring,19079,210,7299,2273,45,1779,-43,3746,846,21348,9963,9205,1963,20956,9363,9440,1941,7,6,45
3/6/2022,2,night,spring,19080,210,7193,2277,46,1724,-45,3485,900,20794,9707,8981,1889,20287,9068,9139,1866,7,6,42
3/6/2022,3,night,spring,19081,210,7031,2274,46,1744,-44,3532,685,20586,9573,8961,1833,19852,8902,8936,1799,7,6,42
3/6/2022,4,night,spring,19082,210,6748,2275,46,1731,-46,3490,682,20560,9533,8981,1824,19692,8839,8852,1781,7,6,44
3/6/2022,5,night,spring,19083,210,6687,2273,46,1834,-42,3477,706,20750,9644,9019,1860,19762,8881,8863,1794,7,6,45
3/6/2022,6,night,spring,19084,209,7015,2275,46,1975,-45,3190,867,21126,9871,9139,1883,20263,9088,9108,1838,7,6,47
3/6/2022,7,night,spring,19085,211,7834,2272,46,2013,-30,2934,1133,21240,10045,9059,1902,20762,9458,9189,1880,7,6,47
3/6/2022,8,night,spring,19086,210,5081,2272,46,1978,3834,2554,1242,20360,9661,8642,1838,20524,9567,8883,1846,7,6,32
3/6/2022,9,morning,spring,19087,208,4270,2273,46,1433,9018,2576,893,19402,8918,8510,1755,19432,9173,8375,1675,7,6,1
3/6/2022,10,morning,spring,19088,207,4606,2274,46,1293,10948,2032,164,18155,8060,8289,1595,17963,8533,7826,1403,7,6,0
3/6/2022,11,morning,spring,19089,208,4660,2273,46,1118,10940,1652,78,17017,7431,7957,1426,16853,7956,7412,1289,7,6,0
3/6/2022,12,day,spring,19090,207,4269,2274,46,1102,10716,1450,264,16340,7100,7699,1343,16056,7545,7129,1191,7,6,0
3/6/2022,13,day,spring,19091,205,4340,2273,46,1071,10585,1341,73,16062,6967,7547,1351,15719,7301,7119,1116,7,6,0
3/6/2022,14,day,spring,19092,204,4243,2273,46,982,10099,1733,273,16046,7056,7382,1413,15804,7278,7157,1186,7,6,-1
3/6/2022,15,day,spring,19093,202,3757,2272,46,973,9616,2159,661,16578,7347,7563,1473,16463,7584,7398,1295,7,6,-3
3/6/2022,16,day,spring,19094,203,3508,2272,46,1177,8602,2536,980,18038,8070,8081,1689,17958,8274,7952,1539,7,6,0
3/6/2022,17,day,spring,19095,203,5217,2271,46,1214,8336,2751,450,20411,9307,8956,1946,20059,9306,8706,1854,7,6,21
3/6/2022,18,day,spring,19096,206,6596,2270,46,1926,3707,2896,916,23088,10676,9985,2220,22737,10532,9782,2228,7,6,55
3/6/2022,19,day,spring,19097,205,9062,2268,46,3068,94,2757,1684,25066,11698,10719,2432,24816,11354,10840,2418,7,6,67
3/6/2022,20,dusk,spring,19098,206,9431,2266,46,3672,39,2717,1940,25057,11718,10702,2419,24967,11362,10988,2405,7,6,64
3/6/2022,21,dusk,spring,19099,205,10030,2265,46,3259,44,2721,1551,24619,11518,10536,2346,24504,11131,10812,2349,7,6,61
3/6/2022,22,dusk,spring,19100,205,9972,2267,46,2887,-2,2534,1681,23892,11131,10257,2284,23915,10804,10649,2259,7,6,58
3/6/2022,23,night,spring,19101,205,9496,2264,46,2571,-6,2673,927,22726,10501,9770,2239,22702,10165,10223,2099,7,6,52
3/6/2022,24,night,spring,19102,207,8312,2266,46,2493,-12,2448,880,21470,9943,9344,1970,21437,9521,9745,1957,7,6,49
3/7/2022,1,night,spring,19103,207,7843,2266,46,2280,-39,2114,942,20805,9669,9003,1916,21432,9801,9448,1968,7,6,50
3/7/2022,2,night,spring,19104,206,7652,2266,46,2068,-39,2126,765,20360,9462,8828,1850,20848,9556,9170,1907,7,6,50
3/7/2022,3,night,spring,19105,207,7863,2265,46,2166,-39,1755,751,20257,9398,8816,1823,20609,9480,9042,1869,7,6,50
3/7/2022,4,night,spring,19106,159,7710,2266,46,2166,-41,1771,774,20518,9499,8958,1836,20666,9499,9072,1872,7,6,50
3/7/2022,5,night,spring,19107,197,8437,2265,46,2024,-42,1350,751,21523,9921,9454,1918,21365,9838,9365,1931,7,6,52
3/7/2022,6,night,spring,19108,205,9102,2264,46,2327,-41,1506,785,23277,10707,10238,2089,22808,10477,10013,2078,7,6,67
3/7/2022,7,night,spring,19109,206,10025,2262,46,2710,-21,1826,1130,25011,11551,10964,2242,24688,11411,10765,2263,7,6,82
3/7/2022,8,night,spring,19110,205,9318,2263,46,2335,4054,1795,969,24799,11483,10856,2211,24952,11576,10868,2275,7,6,52
3/7/2022,9,morning,spring,19111,204,6276,2261,46,1675,10939,2052,846,23424,10722,10464,1996,23657,10861,10477,2089,7,6,36
3/7/2022,10,morning,spring,19112,204,5251,2261,46,1228,13456,2453,637,22056,9951,10142,1725,21890,9873,10008,1787,7,6,26
3/7/2022,11,morning,spring,19113,203,5466,2258,46,967,13376,2681,255,20967,9401,9806,1530,20462,9239,9415,1594,7,6,17
3/7/2022,12,day,spring,19114,205,5418,2257,46,1020,12073,2692,136,20076,8858,9613,1384,19553,8685,9165,1493,7,6,15
3/7/2022,13,day,spring,19115,205,5328,2259,46,977,12148,2304,217,19761,8568,9569,1411,18993,8287,9042,1458,7,6,15
3/7/2022,14,day,spring,19116,206,5325,2257,46,927,11738,2159,338,19765,8609,9429,1514,19020,8316,9041,1459,7,6,14
3/7/2022,15,day,spring,19117,205,5437,2254,46,968,11651,1867,201,20339,8998,9463,1667,19852,8746,9318,1584,7,6,13
3/7/2022,16,day,spring,19118,205,5877,2255,46,945,10901,1892,215,21579,9525,9958,1879,21265,9472,9794,1793,7,6,21
3/7/2022,17,day,spring,19119,205,6798,2233,46,1232,8529,1767,567,23454,10466,10567,2207,23126,10502,10321,2095,7,6,46
3/7/2022,18,day,spring,19120,207,8796,2232,46,2120,3937,1456,1186,25645,11728,11273,2419,25602,11826,11124,2439,7,6,73
3/7/2022,19,day,spring,19121,205,12353,2230,46,3503,195,1286,1476,27123,12475,11824,2590,27645,12896,11929,2600,7,6,86
3/7/2022,20,dusk,spring,19122,207,12812,2231,46,4174,11,977,1525,26782,12339,11663,2537,27548,12860,11898,2567,7,6,78
3/7/2022,21,dusk,spring,19123,207,12652,2230,46,3805,8,934,1461,26034,11965,11392,2445,26930,12488,11708,2512,7,6,70
3/7/2022,22,dusk,spring,19124,205,12682,2230,46,3479,8,869,1193,24990,11476,10993,2298,25901,11957,11334,2389,7,6,68
3/7/2022,23,night,spring,19125,205,11800,2230,46,2631,-36,851,1066,23514,10773,10399,2117,24312,11138,10760,2194,7,6,63
3/7/2022,24,night,spring,19126,206,10823,2230,46,2211,-39,787,864,22260,10195,9846,1994,22914,10501,10164,2031,7,6,53
3/8/2022,1,night,spring,19127,206,10617,2233,46,2112,-42,973,669,21542,9870,9464,1969,21636,9856,9637,1926,7,6,50
3/8/2022,2,night,spring,19128,206,9897,2231,46,2066,-38,912,497,21037,9644,9119,2024,20997,9577,9338,1861,7,6,48
3/8/2022,3,night,spring,19129,206,9134,2229,46,1858,-41,899,733,20641,9550,9008,1837,20647,9443,9168,1814,7,6,48
3/8/2022,4,night,spring,19130,206,9422,2231,46,1851,-39,888,720,20808,9622,9092,1847,20660,9447,9174,1813,7,6,49
3/8/2022,5,night,spring,19131,207,9173,2231,46,2077,-39,819,745,21619,9966,9434,1935,21261,9720,9436,1874,7,6,54
3/8/2022,6,night,spring,19132,207,10319,2232,46,2512,-42,731,817,23165,10699,10066,2107,22666,10350,10039,2033,7,6,65
3/8/2022,7,night,spring,19133,206,11621,2229,46,2459,-11,676,1237,24617,11485,10606,2234,24698,11436,10799,2200,7,6,82
3/8/2022,8,night,spring,19134,205,10141,2229,46,2062,4372,563,1098,24402,11405,10590,2123,25227,11889,10991,2095,7,6,54
3/8/2022,9,morning,spring,19135,204,6705,2230,46,1630,11398,538,847,23067,10637,10260,1903,23856,11166,10604,1853,7,6,36
3/8/2022,10,morning,spring,19136,206,4965,2223,46,1400,13284,532,727,21773,9916,9896,1701,22101,10215,10062,1601,7,6,30
3/8/2022,11,morning,spring,19137,205,5551,2221,46,1118,14253,559,246,20826,9330,9740,1494,20637,9439,9578,1406,7,6,30
3/8/2022,12,day,spring,19138,204,5200,2219,46,1108,13886,549,170,20082,8886,9483,1453,19759,8954,9297,1301,7,6,24
3/8/2022,13,day,spring,19139,205,5298,2221,46,1042,13790,417,217,19834,8740,9399,1437,19403,8690,9214,1295,7,6,23
3/8/2022,14,day,spring,19140,205,5270,2221,46,926,13703,294,222,20011,8780,9488,1490,19648,8818,9231,1398,7,6,20
3/8/2022,15,day,spring,19141,203,5431,2222,46,1079,12766,262,375,20631,9104,9669,1615,20318,9095,9452,1570,7,6,20
3/8/2022,16,day,spring,19142,203,6016,2221,46,991,12350,440,320,21929,9745,10047,1891,21404,9620,9793,1790,7,6,29
3/8/2022,17,day,spring,19143,206,7440,2222,46,1226,9725,699,312,23733,10708,10585,2195,23168,10626,10271,2065,7,6,46
3/8/2022,18,day,spring,19144,207,9321,2224,46,2194,4160,1088,1106,25452,11612,11190,2397,25384,11761,11039,2379,7,6,73
3/8/2022,19,day,spring,19145,207,12398,2223,46,3677,114,1329,1471,26739,12266,11657,2559,27245,12558,11866,2605,7,6,89
3/8/2022,20,dusk,spring,19146,206,12446,2221,46,4137,9,1941,1488,26437,12129,11541,2507,27058,12435,11849,2559,7,6,76
3/8/2022,21,dusk,spring,19147,207,12252,2219,46,3581,11,2058,1472,25693,11747,11276,2413,26338,12093,11588,2440,7,6,67
3/8/2022,22,dusk,spring,19148,206,11205,2220,46,3079,7,1972,1439,24667,11240,10889,2283,25394,11616,11240,2321,7,6,65
3/8/2022,23,night,spring,19149,207,11196,2221,46,2446,7,1947,1034,23224,10550,10309,2114,23832,10894,10592,2132,7,6,55
3/8/2022,24,night,spring,19150,207,10131,2220,44,2059,-1,2488,831,21985,10006,9758,1970,22438,10231,10021,1975,7,6,49
3/9/2022,1,night,spring,19151,208,9334,2220,46,1649,-38,2832,792,21346,9755,9410,1927,21452,9808,9504,1914,7,5,45
3/9/2022,2,night,spring,19152,207,8976,2221,46,1682,-37,2809,734,20775,9518,9131,1866,20812,9515,9205,1851,7,5,43
3/9/2022,3,night,spring,19153,206,8539,2220,46,1854,-37,2328,669,20503,9403,9009,1829,20418,9349,9027,1803,7,5,43
3/9/2022,4,night,spring,19154,205,8613,2221,46,1700,-39,2524,670,20592,9441,9041,1841,20397,9359,9011,1797,7,5,43
3/9/2022,5,night,spring,19155,205,9042,2213,46,1730,-39,2080,686,21399,9763,9420,1928,21007,9610,9272,1855,7,5,46
3/9/2022,6,night,spring,19156,207,9617,2209,46,2287,-40,1886,758,22931,10489,10061,2076,22425,10293,9846,2003,7,5,58
3/9/2022,7,night,spring,19157,205,11152,2210,46,2525,2,2180,1035,24205,11231,10454,2216,24393,11390,10566,2154,7,5,66
3/9/2022,8,night,spring,19158,206,10030,2209,46,2330,4448,1982,991,23972,11123,10398,2165,24992,11896,10766,2055,7,5,48
3/9/2022,9,morning,spring,19159,207,7183,2208,46,1543,10680,1979,605,22786,10501,10080,1934,23616,11205,10352,1823,7,5,29
3/9/2022,10,morning,spring,19160,207,5939,2207,46,1151,12338,2185,376,21377,9645,9819,1654,21904,10202,9860,1614,7,5,21
3/9/2022,11,morning,spring,19161,206,5823,2206,46,1017,11947,2801,262,20241,8989,9488,1515,20524,9417,9442,1444,7,5,20
3/9/2022,12,day,spring,19162,203,5488,2207,46,980,11544,3267,576,19550,8652,9250,1405,19659,8852,9247,1346,7,5,16
3/9/2022,13,day,spring,19163,204,5214,2206,46,937,11333,3482,400,19253,8402,9179,1427,19289,8562,9177,1347,7,5,13
3/9/2022,14,day,spring,19164,204,5530,2205,46,943,11443,3211,292,19522,8525,9272,1490,19451,8560,9241,1441,7,5,11
3/9/2022,15,day,spring,19165,200,5256,2205,46,1169,11543,3046,522,20234,8822,9475,1692,20069,8810,9462,1597,7,5,11
3/9/2022,16,day,spring,19166,203,5453,2206,45,1103,11565,3377,696,21540,9398,9938,1948,21112,9331,9762,1810,7,5,12
3/9/2022,17,day,spring,19167,205,6223,2206,46,1303,9647,3265,564,23336,10361,10508,2207,22739,10286,10162,2089,7,5,35
3/9/2022,18,day,spring,19168,205,7896,2208,46,2221,4074,3302,808,25402,11519,11235,2383,25015,11550,10850,2407,7,5,61
3/9/2022,19,day,spring,19169,204,11519,2203,46,3859,140,2971,1432,26746,12188,11780,2510,26937,12346,11766,2612,7,5,74
3/9/2022,20,dusk,spring,19170,206,12041,2201,46,4405,39,2668,1579,26556,12122,11653,2514,26719,12208,11730,2555,7,5,70
3/9/2022,21,dusk,spring,19171,206,11914,2200,46,3853,19,2695,1483,25846,11821,11324,2435,25943,11867,11437,2424,7,5,65
3/9/2022,22,dusk,spring,19172,207,11186,2203,46,3436,49,2894,1133,24828,11354,10898,2315,24973,11448,11024,2293,7,5,61
3/9/2022,23,night,spring,19173,206,10437,2205,46,2794,10,3094,600,23426,10678,10278,2222,23465,10701,10451,2107,7,5,52
3/9/2022,24,night,spring,19174,206,9669,2205,46,2616,-15,3342,600,22119,10140,9774,1955,22039,10036,9855,1944,7,5,46
3/10/2022,1,night,spring,19175,208,8920,2205,46,2066,-38,2840,647,21369,9854,9337,1929,21298,9784,9382,1889,7,6,47
3/10/2022,2,night,spring,19176,287,9006,2206,46,1632,-39,2381,374,20850,9616,9032,1953,20609,9459,9076,1826,7,6,45
3/10/2022,3,night,spring,19177,285,8593,2203,46,1705,-39,2194,312,20555,9495,8918,1893,20171,9266,8887,1772,7,6,43
3/10/2022,4,night,spring,19178,285,8083,2198,46,1697,-40,2331,443,20479,9505,8913,1809,20104,9268,8831,1758,7,6,42
3/10/2022,5,night,spring,19179,287,8043,2199,46,1583,-40,3065,572,21131,9806,9205,1861,20746,9555,9122,1806,7,6,45
3/10/2022,6,night,spring,19180,287,8036,2197,46,1969,-40,3549,643,22552,10519,9785,1977,22111,10170,9721,1936,7,6,56
3/10/2022,7,night,spring,19181,287,9968,2197,46,2292,4,3701,1019,23978,11246,10306,2138,23646,11045,10203,2115,7,6,71
3/10/2022,8,night,spring,19182,287,8719,2198,46,2023,4104,3519,937,23978,11097,10399,2193,24223,11314,10447,2191,7,6,52
3/10/2022,9,morning,spring,19183,287,6170,2198,46,1749,10551,3328,980,22740,10362,10082,2016,23381,10729,10207,2185,7,6,33
3/10/2022,10,morning,spring,19184,286,4521,2197,46,1470,12469,3940,815,21419,9506,9832,1802,22164,9959,9861,2089,7,6,21
3/10/2022,11,morning,spring,19185,287,4399,2195,46,1420,12844,3460,515,20587,8910,9682,1728,21101,9261,9599,1977,7,6,18
3/10/2022,12,day,spring,19186,286,4636,2195,46,1076,13167,2930,277,19909,8424,9595,1638,20373,8796,9480,1833,7,6,16
3/10/2022,13,day,spring,19187,286,4378,2197,46,1289,12533,2459,598,19392,8173,9492,1477,20010,8560,9413,1772,7,6,16
3/10/2022,14,day,spring,19188,286,4588,2198,46,936,12864,1992,456,19667,8282,9607,1531,20024,8614,9371,1775,7,6,12
3/10/2022,15,day,spring,19189,286,4765,2197,46,1138,12532,2016,360,20401,8601,9828,1721,20472,8857,9533,1834,7,6,15
3/10/2022,16,day,spring,19190,286,5088,2197,46,1014,11932,2313,447,21822,9244,10291,2030,21421,9366,9842,1960,7,6,21
3/10/2022,17,day,spring,19191,285,7144,2199,46,1115,10185,2083,263,23588,10368,10743,2210,22872,10202,10293,2127,7,6,45
3/10/2022,18,day,spring,19192,286,9125,2198,46,1814,3579,2000,800,25409,11483,11238,2408,24998,11406,10974,2360,7,6,68
3/10/2022,19,day,spring,19193,286,11959,2193,46,3537,165,1965,1008,26911,12237,11822,2569,27029,12345,11871,2551,7,6,83
3/10/2022,20,dusk,spring,19194,285,12680,2189,46,3839,88,1745,1263,26751,12213,11741,2508,26713,12215,11736,2495,7,6,72
3/10/2022,21,dusk,spring,19195,276,12188,2190,46,3673,52,1537,1315,26082,11911,11483,2399,25877,11872,11365,2375,7,6,66
3/10/2022,22,dusk,spring,19196,279,12043,2189,46,3441,13,1566,982,25113,11489,11077,2264,24886,11407,10957,2262,7,6,65
3/10/2022,23,night,spring,19197,279,11075,2188,46,2711,-3,1741,775,23660,10847,10448,2090,23407,10728,10338,2087,7,6,57
3/10/2022,24,night,spring,19198,279,10233,2190,46,2539,-9,1797,680,22411,10298,9887,1960,22044,10082,9767,1944,7,6,51
3/11/2022,1,night,spring,19199,281,9680,2187,46,2283,-11,1586,523,21573,9953,9442,1913,21144,9716,9314,1874,7,6,48
3/11/2022,2,night,spring,19200,279,9312,2186,46,1948,-11,1308,491,20987,9692,9176,1852,20447,9451,8941,1814,7,6,46
3/11/2022,3,night,spring,19201,278,8744,2185,46,1766,-11,1270,468,20723,9571,9066,1816,20076,9303,8762,1771,7,6,46
3/11/2022,4,night,spring,19202,279,8655,2188,46,1822,-12,1221,451,20816,9656,9059,1822,20036,9255,8769,1768,7,6,46
3/11/2022,5,night,spring,19203,279,8713,2187,46,1966,-11,1097,583,21556,10061,9315,1890,20540,9437,9020,1832,7,6,52
3/11/2022,6,night,spring,19204,277,9615,2188,46,2186,-13,1101,641,23133,10780,10013,2037,21975,10053,9677,1983,7,6,63
3/11/2022,7,night,spring,19205,277,10907,2187,46,2398,53,894,1305,24324,11446,10397,2171,23726,11032,10289,2124,7,6,78
3/11/2022,8,night,spring,19206,274,9610,2186,46,2247,5185,773,690,23934,11229,10267,2142,23628,11119,10222,2014,7,6,54
3/11/2022,9,morning,spring,19207,277,6469,2185,46,1552,11822,868,574,22683,10356,10103,1944,22356,10492,9839,1768,7,6,38
3/11/2022,10,morning,spring,19208,274,5329,2185,46,1105,13688,989,317,21468,9531,9972,1699,20751,9580,9381,1548,7,6,27
3/11/2022,11,morning,spring,19209,278,5148,2183,46,1034,14426,986,93,20584,9092,9709,1529,19370,8796,8972,1368,7,6,21
3/11/2022,12,day,spring,19210,281,5069,2185,46,968,14216,1003,-94,19887,8621,9559,1449,18561,8305,8771,1261,7,6,17
3/11/2022,13,day,spring,19211,280,4545,2185,46,980,13802,856,268,19447,8268,9472,1452,18145,7966,8706,1242,7,6,14
3/11/2022,14,day,spring,19212,277,4560,2184,46,928,13797,801,137,19645,8346,9536,1510,18494,8116,8836,1327,7,6,11
3/11/2022,15,day,spring,19213,277,4223,2186,46,1073,13772,688,396,20427,8680,9885,1608,19349,8440,9202,1485,7,6,16
3/11/2022,16,day,spring,19214,276,4400,2187,46,1016,13686,578,551,21550,9298,10241,1754,20318,8965,9434,1684,7,6,28
3/11/2022,17,day,spring,19215,273,5990,2184,46,1231,11734,450,507,23319,10281,10701,2075,21959,9852,9907,1962,7,6,47
3/11/2022,18,day,spring,19216,277,8291,2182,46,2215,4610,350,982,25134,11323,11202,2328,24024,10942,10582,2257,7,6,73
3/11/2022,19,day,spring,19217,272,11320,2181,46,3564,343,313,1587,26064,11864,11453,2452,25913,11866,11347,2451,7,6,86
3/11/2022,20,dusk,spring,19218,273,11687,2182,46,3957,47,384,1385,25671,11739,11227,2409,25863,11900,11307,2406,7,6,74
3/11/2022,21,dusk,spring,19219,273,11212,2175,46,3645,18,570,1396,25078,11463,10985,2334,25138,11553,11028,2308,7,6,67
3/11/2022,22,dusk,spring,19220,274,10792,2174,46,3321,7,621,1187,24365,11126,10705,2241,24324,11132,10724,2220,7,6,64
3/11/2022,23,night,spring,19221,275,10298,2173,46,3042,6,657,1043,23167,10584,10208,2093,23061,10550,10199,2078,7,6,58
3/11/2022,24,night,spring,19222,278,9707,2172,46,2795,6,730,786,22086,10076,9756,1974,21931,10047,9701,1945,7,6,51
3/12/2022,1,night,spring,19223,279,9378,2174,46,2283,-41,751,586,21334,9756,9372,1924,21131,9726,9239,1938,7,5,47
3/12/2022,2,night,spring,19224,280,8368,2172,46,2215,-42,723,528,20656,9499,9013,1857,20462,9439,8922,1870,7,5,47
3/12/2022,3,night,spring,19225,279,8373,2171,46,1879,-42,655,526,20303,9343,8860,1810,20039,9267,8722,1817,7,5,45
3/12/2022,4,night,spring,19226,277,8288,2171,46,1830,-44,658,475,20178,9296,8788,1802,19878,9199,8640,1797,7,5,46
3/12/2022,5,night,spring,19227,278,8115,2171,46,1899,-44,641,573,20463,9402,8914,1850,20114,9352,8699,1812,7,5,46
3/12/2022,6,night,spring,19228,278,7967,2170,46,2256,-46,694,567,21021,9696,9157,1863,20848,9730,8991,1867,7,5,51
3/12/2022,7,night,spring,19229,278,8676,2169,46,1830,52,676,914,21233,9886,9152,1892,21519,10176,9151,1918,7,5,57
3/12/2022,8,night,spring,19230,277,5847,2169,46,1699,5240,567,642,20717,9489,9036,1903,21082,10053,8938,1823,7,5,50
3/12/2022,9,morning,spring,19231,277,4314,2170,46,1319,9998,422,209,19651,8750,8885,1754,19861,9301,8636,1671,7,5,34
3/12/2022,10,morning,spring,19232,276,3781,2171,46,1192,11285,548,137,18506,8074,8665,1522,18561,8580,8278,1456,7,5,26
3/12/2022,11,morning,spring,19233,277,3948,2168,46,1065,11321,438,-22,17638,7480,8553,1368,17331,7868,7941,1288,7,5,20
3/12/2022,12,day,spring,19234,276,3792,2167,46,932,11279,471,-185,16923,7079,8369,1244,16477,7345,7738,1180,7,5,12
3/12/2022,13,day,spring,19235,276,3788,2167,46,981,11528,530,-205,16695,6959,8302,1208,15994,6957,7688,1138,7,5,10
3/12/2022,14,day,spring,19236,276,3862,2165,46,935,10361,468,-156,16920,7111,8398,1186,16174,6971,7785,1208,7,5,10
3/12/2022,15,day,spring,19237,278,3481,2166,46,1003,10761,571,229,17707,7615,8556,1311,16939,7318,8088,1323,7,5,10
3/12/2022,16,day,spring,19238,277,3551,2167,46,1122,10695,913,545,19332,8418,9070,1611,18295,7980,8559,1541,7,5,15
3/12/2022,17,day,spring,19239,279,4874,2162,46,1171,8700,1677,345,21267,9430,9653,1938,20245,9126,9060,1836,7,5,37
3/12/2022,18,day,spring,19240,278,6066,2163,44,1950,4303,1553,904,23338,10646,10259,2186,22656,10452,9796,2172,7,5,63
3/12/2022,19,day,spring,19241,276,7902,2162,44,3566,249,2045,1404,24632,11282,10761,2338,24547,11327,10584,2404,7,5,73
3/12/2022,20,dusk,spring,19242,275,8277,2162,43,3534,116,2131,1200,24425,11194,10679,2302,24430,11310,10500,2383,7,5,63
3/12/2022,21,dusk,spring,19243,275,7937,2162,43,3322,103,2348,1053,23825,10914,10431,2229,23828,11061,10234,2295,7,5,57
3/12/2022,22,dusk,spring,19244,275,7722,2161,43,2877,89,3180,867,23055,10561,10096,2148,23195,10762,9993,2203,7,5,54
